VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,pickup_hour,pickup_dayofweek,tip_rate,high_tip
1,2023-01-01 00:35:25,2023-01-01 01:02:45,3.0,7.2,1.0,N,107,158,1,35.2,3.5,0.5,8.0,0.0,1.0,48.2,2.5,0.0,0,6,0.22727272727272727,0
2,2023-01-01 00:13:50,2023-01-01 00:17:25,2.0,0.59,1.0,N,90,186,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:26:56,2023-01-01 00:33:53,2.0,1.5,1.0,N,234,144,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:34:54,2023-01-01 00:59:22,2.0,6.52,1.0,N,144,140,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0,0,6,0.23378378378378378,0
1,2023-01-01 00:10:51,2023-01-01 00:43:28,2.0,5.5,1.0,N,113,239,1,29.6,3.5,0.5,8.65,0.0,1.0,43.25,2.5,0.0,0,6,0.2922297297297297,1
1,2023-01-01 00:51:50,2023-01-01 01:01:10,1.0,1.4,1.0,N,142,141,3,9.3,3.5,0.5,0.0,0.0,1.0,14.3,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:29:13,2023-01-01 00:34:29,2.0,1.4,1.0,N,161,236,1,7.9,3.5,0.5,1.2,0.0,1.0,14.1,2.5,0.0,0,6,0.15189873417721517,0
1,2023-01-01 00:36:17,2023-01-01 00:48:50,4.0,2.3,1.0,N,236,233,2,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:59:09,2023-01-01 01:04:19,2.0,0.8,1.0,N,161,237,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0,6,0.3538461538461538,1
1,2023-01-01 00:22:40,2023-01-01 01:00:27,1.0,4.9,1.0,N,90,238,2,31.7,3.5,0.5,0.0,0.0,1.0,36.7,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:20:56,2023-01-01 00:27:49,1.0,0.43,1.0,N,163,161,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:31:20,2023-01-01 00:39:46,1.0,1.09,1.0,N,161,237,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,0,6,0.375,1
2,2023-01-01 00:44:06,2023-01-01 00:50:01,4.0,1.95,1.0,N,141,75,1,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:15:30,2023-01-01 00:44:17,2.0,12.42,1.0,N,148,136,1,49.9,1.0,0.5,8.0,0.0,1.0,62.9,2.5,0.0,0,6,0.16032064128256512,0
2,2023-01-01 00:39:27,2023-01-01 01:00:09,1.0,2.64,1.0,N,4,246,1,19.8,1.0,0.5,6.2,0.0,1.0,31.0,2.5,0.0,0,6,0.31313131313131315,1
2,2023-01-01 00:25:06,2023-01-01 00:39:00,2.0,2.23,1.0,N,90,144,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0,6,0.2671140939597315,1
2,2023-01-01 00:39:52,2023-01-01 00:56:21,1.0,2.96,1.0,N,144,246,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0,0,6,0.25649717514124293,1
2,2023-01-01 00:32:06,2023-01-01 00:40:11,2.0,1.41,1.0,N,170,237,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:48:19,2023-01-01 01:10:17,1.0,0.79,1.0,N,161,164,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:30:47,2023-01-01 00:41:02,2.0,1.2,1.0,N,148,211,2,10.7,3.5,0.5,0.0,0.0,1.0,15.7,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:43:30,2023-01-01 01:17:03,2.0,5.8,1.0,N,211,36,1,33.8,3.5,0.5,7.75,0.0,1.0,46.55,2.5,0.0,0,6,0.2292899408284024,0
2,2023-01-01 00:59:04,2023-01-01 01:21:54,1.0,6.4,1.0,N,79,41,1,30.3,1.0,0.5,6.0,0.0,1.0,41.3,2.5,0.0,0,6,0.198019801980198,0
2,2023-01-01 00:08:22,2023-01-01 00:12:33,1.0,1.1,1.0,N,263,239,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0,0,6,0.33888888888888885,1
2,2023-01-01 00:19:28,2023-01-01 00:38:10,1.0,3.01,1.0,N,142,162,2,19.8,1.0,0.5,0.0,0.0,1.0,24.8,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:51:21,2023-01-01 00:56:57,1.0,1.92,1.0,N,163,43,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,0,6,0.375,1
2,2023-01-01 00:10:54,2023-01-01 00:13:38,3.0,0.54,1.0,N,229,140,1,5.1,1.0,0.5,3.03,0.0,1.0,13.13,2.5,0.0,0,6,0.5941176470588235,1
2,2023-01-01 00:16:09,2023-01-01 00:20:46,1.0,1.5,1.0,N,140,263,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0,6,0.3162790697674419,1
2,2023-01-01 00:27:20,2023-01-01 00:46:55,2.0,8.44,1.0,N,263,65,1,34.5,1.0,0.5,3.95,0.0,1.0,43.45,2.5,0.0,0,6,0.1144927536231884,0
2,2023-01-01 00:58:28,2023-01-01 01:02:59,1.0,0.86,1.0,N,148,4,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0,0,6,0.3538461538461538,1
1,2023-01-01 00:12:23,2023-01-01 00:25:42,2.0,3.4,1.0,N,239,229,1,16.3,3.5,0.5,4.25,0.0,1.0,25.55,2.5,0.0,0,6,0.2607361963190184,1
1,2023-01-01 00:27:49,2023-01-01 00:42:41,1.0,3.4,1.0,N,229,238,1,17.0,3.5,0.5,3.5,0.0,1.0,25.5,2.5,0.0,0,6,0.20588235294117646,0
1,2023-01-01 00:46:01,2023-01-01 00:55:38,1.0,1.6,1.0,N,238,48,1,10.7,3.5,0.5,2.0,0.0,1.0,17.7,2.5,0.0,0,6,0.1869158878504673,0
1,2023-01-01 00:59:49,2023-01-01 01:03:53,2.0,1.4,1.0,N,143,238,1,7.9,3.5,0.5,1.0,0.0,1.0,13.9,2.5,0.0,0,6,0.12658227848101264,0
1,2023-01-01 00:24:33,2023-01-01 00:37:50,3.0,2.0,1.0,N,48,246,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0,0,6,0.2676056338028169,1
1,2023-01-01 00:39:00,2023-01-01 01:05:15,2.0,4.6,1.0,N,68,263,1,26.8,3.5,0.5,6.36,0.0,1.0,38.16,2.5,0.0,0,6,0.2373134328358209,0
1,2023-01-01 00:41:45,2023-01-01 00:51:20,3.0,4.0,1.0,N,107,88,1,17.7,3.5,0.5,0.0,0.0,1.0,22.7,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:03:07,2023-01-01 00:10:04,1.0,0.97,1.0,N,236,43,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:30:48,2023-01-01 00:58:45,1.0,3.33,1.0,N,161,45,1,25.4,1.0,0.5,7.6,0.0,1.0,38.0,2.5,0.0,0,6,0.2992125984251969,1
1,2023-01-01 00:26:16,2023-01-01 01:01:26,2.0,5.5,1.0,N,246,41,1,25.5,3.0,0.5,6.0,0.0,1.0,36.0,2.5,0.0,0,6,0.23529411764705882,0
1,2023-01-01 00:38:25,2023-01-01 01:38:39,1.0,13.7,1.0,N,161,200,1,70.9,3.5,0.5,15.8,3.0,1.0,94.7,2.5,0.0,0,6,0.22284908321579688,0
2,2022-12-31 23:58:27,2023-01-01 00:02:21,1.0,0.49,1.0,N,229,237,1,5.8,1.0,0.5,0.08,0.0,1.0,10.88,2.5,0.0,23,5,0.013793103448275864,0
2,2023-01-01 00:03:54,2023-01-01 00:17:49,1.0,2.28,1.0,N,43,186,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0,6,0.2671140939597315,1
2,2023-01-01 00:27:49,2023-01-01 00:54:10,1.0,2.77,1.0,N,68,142,1,24.0,1.0,0.5,0.0,0.0,1.0,29.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:44:58,2023-01-01 01:15:06,3.0,6.09,1.0,N,231,263,1,31.7,1.0,0.5,7.34,0.0,1.0,44.04,2.5,0.0,0,6,0.23154574132492114,0
1,2023-01-01 00:37:37,2023-01-01 00:57:11,1.0,4.2,1.0,N,162,112,2,20.5,3.5,0.5,0.0,0.0,1.0,25.5,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:23:59,2023-01-01 00:42:28,2.0,3.29,1.0,N,170,87,2,19.1,1.0,0.5,0.0,0.0,1.0,24.1,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:43:09,2023-01-01 01:02:44,2.0,6.74,1.0,N,87,141,1,28.9,1.0,0.5,4.0,0.0,1.0,37.9,2.5,0.0,0,6,0.1384083044982699,0
2,2023-01-01 00:14:46,2023-01-01 00:23:27,3.0,1.8,1.0,N,43,170,2,10.7,1.0,0.5,0.0,0.0,1.0,15.7,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:30:33,2023-01-01 00:36:23,1.0,0.83,1.0,N,148,144,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:37:57,2023-01-01 00:48:04,1.0,1.72,1.0,N,144,158,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0,6,0.287719298245614,1
2,2023-01-01 00:56:54,2023-01-01 01:01:52,1.0,0.09,1.0,N,249,249,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:58:03,2023-01-01 01:16:22,1.0,6.54,1.0,N,232,263,1,28.2,1.0,0.5,6.64,0.0,1.0,39.84,2.5,0.0,0,6,0.23546099290780143,0
1,2023-01-01 00:15:27,2023-01-01 00:17:39,2.0,0.3,1.0,N,236,141,2,4.4,3.5,0.5,0.0,0.0,1.0,9.4,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:25:44,2023-01-01 00:30:23,3.0,1.5,1.0,N,237,236,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0,0,6,0.3227848101265822,1
1,2023-01-01 00:43:59,2023-01-01 00:50:00,2.0,1.0,1.0,N,237,262,1,7.2,3.5,0.5,2.4,0.0,1.0,14.6,2.5,0.0,0,6,0.3333333333333333,1
1,2023-01-01 00:53:09,2023-01-01 01:12:27,2.0,3.9,1.0,N,236,237,2,20.5,3.5,0.5,0.0,0.0,1.0,25.5,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:19:34,2023-01-01 00:31:59,2.0,2.56,1.0,N,229,234,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0,6,0.2671140939597315,1
2,2023-01-01 00:34:29,2023-01-01 01:09:35,2.0,3.7,1.0,N,113,50,1,30.3,1.0,0.5,8.82,0.0,1.0,44.12,2.5,0.0,0,6,0.29108910891089107,1
1,2023-01-01 00:17:01,2023-01-01 00:24:49,1.0,1.1,1.0,N,148,114,1,9.3,3.5,0.5,1.0,0.0,1.0,15.3,2.5,0.0,0,6,0.1075268817204301,0
1,2023-01-01 00:31:19,2023-01-01 01:30:06,1.0,12.4,1.0,N,113,243,1,67.4,3.5,0.5,14.45,0.0,1.0,86.85,2.5,0.0,0,6,0.21439169139465872,0
2,2023-01-01 00:18:43,2023-01-01 00:30:12,1.0,2.27,1.0,N,142,236,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0,6,0.2740740740740741,1
2,2023-01-01 00:39:12,2023-01-01 00:47:31,1.0,1.57,1.0,N,43,162,1,10.7,1.0,0.5,4.71,0.0,1.0,20.41,2.5,0.0,0,6,0.44018691588785047,1
2,2023-01-01 00:56:11,2023-01-01 01:04:59,1.0,2.55,1.0,N,161,75,1,12.8,1.0,0.5,4.45,0.0,1.0,22.25,2.5,0.0,0,6,0.34765625,1
2,2023-01-01 00:33:25,2023-01-01 00:40:29,1.0,1.6,1.0,N,170,141,1,10.0,1.0,0.5,2.86,0.0,0.3,17.16,2.5,0.0,0,6,0.286,1
2,2023-01-01 00:46:29,2023-01-01 00:51:54,1.0,1.4,1.0,N,236,237,1,8.6,1.0,0.5,2.58,0.0,0.3,15.48,2.5,0.0,0,6,0.30000000000000004,1
2,2023-01-01 00:24:45,2023-01-01 00:29:57,1.0,0.49,1.0,N,79,114,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:33:09,2023-01-01 00:43:29,3.0,1.1,1.0,N,114,79,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0,6,0.287719298245614,1
2,2023-01-01 00:44:52,2023-01-01 00:56:52,1.0,3.16,1.0,N,79,237,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:51:35,2023-01-01 01:31:37,1.0,21.53,1.0,N,132,40,1,82.8,1.0,0.5,17.0,0.0,1.0,103.55,0.0,1.25,0,6,0.20531400966183574,0
2,2023-01-01 00:09:03,2023-01-01 00:33:10,2.0,9.19,1.0,N,138,186,2,39.4,6.0,0.5,0.0,6.55,1.0,57.2,2.5,1.25,0,6,0.0,0
2,2023-01-01 00:40:14,2023-01-01 00:51:00,1.0,1.49,1.0,N,90,224,1,12.1,1.0,0.5,4.28,0.0,1.0,21.38,2.5,0.0,0,6,0.35371900826446284,1
2,2023-01-01 00:05:35,2023-01-01 00:18:34,1.0,7.71,1.0,N,132,95,1,31.0,1.0,0.5,6.7,0.0,1.0,41.45,0.0,1.25,0,6,0.2161290322580645,0
2,2023-01-01 00:52:05,2023-01-01 01:16:42,1.0,17.21,2.0,N,132,170,1,70.0,0.0,0.5,16.36,6.55,1.0,98.16,2.5,1.25,0,6,0.2337142857142857,0
2,2023-01-01 00:08:28,2023-01-01 00:14:58,1.0,1.03,1.0,N,236,262,1,8.6,1.0,0.5,1.75,0.0,1.0,15.35,2.5,0.0,0,6,0.20348837209302326,0
2,2023-01-01 00:17:26,2023-01-01 00:33:00,1.0,3.07,1.0,N,262,166,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:39:29,2023-01-01 00:49:40,1.0,1.48,1.0,N,151,239,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0,6,0.287719298245614,1
2,2023-01-01 00:52:00,2023-01-01 01:00:47,4.0,1.68,1.0,N,239,236,1,11.4,1.0,0.5,2.46,0.0,1.0,18.86,2.5,0.0,0,6,0.2157894736842105,0
1,2023-01-01 00:12:57,2023-01-01 00:27:15,1.0,2.2,1.0,N,246,224,1,13.5,3.5,0.5,0.03,0.0,1.0,18.53,2.5,0.0,0,6,0.0022222222222222222,0
1,2023-01-01 00:28:41,2023-01-01 00:32:41,1.0,1.1,1.0,N,224,233,1,6.5,3.5,0.5,2.85,0.0,1.0,14.35,2.5,0.0,0,6,0.43846153846153846,1
1,2023-01-01 00:39:04,2023-01-01 00:52:46,2.0,2.4,1.0,N,170,144,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0,6,0.2740740740740741,1
1,2023-01-01 00:54:44,2023-01-01 01:13:06,1.0,5.9,1.0,N,231,161,3,26.1,3.5,0.5,0.0,0.0,1.0,31.1,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:21:47,2023-01-01 00:26:38,1.0,0.66,1.0,N,144,211,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:46:57,2023-01-01 01:03:48,1.0,2.51,1.0,N,234,148,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:08:31,2023-01-01 00:22:41,1.0,0.89,1.0,N,162,137,1,13.5,1.0,0.5,2.0,0.0,1.0,20.5,2.5,0.0,0,6,0.14814814814814814,0
2,2023-01-01 00:28:58,2023-01-01 00:35:50,1.0,1.69,1.0,N,233,141,1,10.0,1.0,0.5,1.0,0.0,1.0,16.0,2.5,0.0,0,6,0.1,0
2,2023-01-01 00:06:02,2023-01-01 00:31:38,1.0,2.5,1.0,N,43,161,1,24.0,1.0,0.5,7.25,0.0,1.0,36.25,2.5,0.0,0,6,0.3020833333333333,1
2,2023-01-01 00:34:00,2023-01-01 00:57:09,1.0,2.52,1.0,N,161,114,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0,0,6,0.2505050505050505,1
2,2023-01-01 00:59:53,2023-01-01 01:09:15,1.0,1.4,1.0,N,114,107,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0,6,0.29345794392523367,1
1,2023-01-01 00:23:45,2023-01-01 00:38:12,1.0,2.1,1.0,N,90,229,2,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:41:48,2023-01-01 00:53:41,1.0,2.1,1.0,N,141,239,1,12.1,3.5,0.5,4.3,0.0,1.0,21.4,2.5,0.0,0,6,0.35537190082644626,1
1,2023-01-01 00:55:14,2023-01-01 01:25:20,1.0,4.5,1.0,N,239,249,1,26.8,3.5,0.5,6.35,0.0,1.0,38.15,2.5,0.0,0,6,0.23694029850746268,0
2,2023-01-01 00:21:52,2023-01-01 00:41:57,4.0,2.54,1.0,N,246,234,1,19.8,1.0,0.5,2.48,0.0,1.0,27.28,2.5,0.0,0,6,0.12525252525252525,0
2,2023-01-01 00:27:19,2023-01-01 00:33:59,5.0,1.11,1.0,N,164,162,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0,0,6,0.3265822784810127,1
2,2023-01-01 00:36:08,2023-01-01 00:49:39,5.0,1.08,1.0,N,162,164,1,12.8,1.0,0.5,1.0,0.0,1.0,18.8,2.5,0.0,0,6,0.078125,0
2,2023-01-01 00:14:06,2023-01-01 00:34:31,2.0,0.9,1.0,N,246,48,2,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:38:32,2023-01-01 01:00:46,1.0,2.34,1.0,N,50,141,1,19.8,1.0,0.5,3.0,0.0,1.0,27.8,2.5,0.0,0,6,0.15151515151515152,0
2,2023-01-01 00:14:03,2023-01-01 00:24:36,3.0,1.44,1.0,N,237,141,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:28:09,2023-01-01 00:55:34,1.0,2.69,1.0,N,237,90,1,24.0,1.0,0.5,0.0,0.0,1.0,29.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:59:20,2023-01-01 01:02:32,2.0,0.58,1.0,N,90,158,1,5.1,1.0,0.5,1.0,0.0,1.0,11.1,2.5,0.0,0,6,0.19607843137254904,0
2,2023-01-01 00:15:43,2023-01-01 00:22:33,4.0,1.12,1.0,N,262,75,1,8.6,1.0,0.5,1.09,0.0,1.0,14.69,2.5,0.0,0,6,0.12674418604651164,0
2,2023-01-01 00:39:06,2023-01-01 00:44:44,2.0,1.56,1.0,N,140,236,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0,6,0.3075268817204301,1
2,2023-01-01 00:23:06,2023-01-01 00:42:02,1.0,3.46,1.0,N,162,262,2,19.8,1.0,0.5,0.0,0.0,1.0,24.8,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:50:47,2023-01-01 01:05:34,1.0,3.31,1.0,N,141,7,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0,0,6,0.25434782608695655,1
2,2023-01-01 00:19:17,2023-01-01 00:27:21,1.0,0.62,1.0,N,48,50,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0,6,0.3162790697674419,1
2,2023-01-01 00:29:45,2023-01-01 01:08:51,1.0,2.79,1.0,N,50,137,1,32.4,1.0,0.5,3.74,0.0,1.0,41.14,2.5,0.0,0,6,0.11543209876543212,0
2,2023-01-01 00:26:49,2023-01-01 00:37:13,3.0,2.28,1.0,N,161,262,1,12.8,1.0,0.5,4.45,0.0,1.0,22.25,2.5,0.0,0,6,0.34765625,1
2,2023-01-01 00:39:31,2023-01-01 00:44:06,4.0,0.72,1.0,N,263,141,1,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:35:15,2023-01-01 00:54:14,3.0,1.21,1.0,N,161,43,2,16.3,1.0,0.5,0.0,0.0,1.0,21.3,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:56:09,2023-01-01 01:07:34,2.0,1.79,1.0,N,43,237,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0,0,6,0.28264462809917357,1
1,2023-01-01 00:19:20,2023-01-01 00:38:09,2.0,4.5,1.0,N,50,88,2,22.6,3.5,0.5,0.0,0.0,1.0,27.6,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:12:53,2023-01-01 00:21:52,2.0,1.57,1.0,N,79,234,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0,6,0.29345794392523367,1
2,2023-01-01 00:38:09,2023-01-01 00:58:54,2.0,2.12,1.0,N,234,229,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0,0,6,0.2523560209424084,1
2,2023-01-01 00:30:16,2023-01-01 00:48:34,1.0,2.48,1.0,N,143,68,1,17.7,1.0,0.5,6.81,0.0,1.0,29.51,2.5,0.0,0,6,0.3847457627118644,1
2,2023-01-01 00:50:00,2023-01-01 01:11:18,1.0,3.61,1.0,N,68,236,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0,0,6,0.245662100456621,0
2,2023-01-01 00:06:40,2023-01-01 00:25:09,1.0,7.56,1.0,Y,249,228,1,31.0,1.0,0.5,7.2,0.0,1.0,43.2,2.5,0.0,0,6,0.23225806451612904,0
1,2023-01-01 00:05:44,2023-01-01 00:12:30,1.0,0.8,1.0,N,137,162,1,7.2,3.5,0.5,2.4,0.0,1.0,14.6,2.5,0.0,0,6,0.3333333333333333,1
1,2023-01-01 00:17:32,2023-01-01 00:35:04,1.0,1.9,1.0,N,170,246,1,13.5,3.5,0.5,3.7,0.0,1.0,22.2,2.5,0.0,0,6,0.2740740740740741,1
1,2023-01-01 00:41:09,2023-01-01 00:44:09,1.0,0.3,1.0,N,68,186,1,4.4,3.5,0.5,0.0,0.0,1.0,9.4,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:50:18,2023-01-01 01:00:56,1.0,1.6,1.0,N,68,211,1,10.0,3.5,0.5,0.0,0.0,1.0,15.0,2.5,0.0,0,6,0.0,0
2,2023-01-01 00:11:08,2023-01-01 00:33:25,3.0,12.91,1.0,N,132,171,2,49.2,1.0,0.5,0.0,0.0,1.0,52.95,0.0,1.25,0,6,0.0,0
2,2023-01-01 00:03:06,2023-01-01 00:12:32,1.0,1.63,1.0,N,79,211,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0,0,6,0.287719298245614,1
2,2023-01-01 00:22:14,2023-01-01 00:35:13,3.0,1.83,1.0,N,113,170,1,13.5,1.0,0.5,5.0,0.0,1.0,23.5,2.5,0.0,0,6,0.37037037037037035,1
2,2023-01-01 00:42:42,2023-01-01 01:23:34,1.0,3.19,1.0,N,234,143,1,33.8,1.0,0.5,7.76,0.0,1.0,46.56,2.5,0.0,0,6,0.22958579881656807,0
2,2023-01-01 00:24:54,2023-01-01 01:06:13,1.0,4.01,1.0,N,249,143,1,35.2,1.0,0.5,8.04,0.0,1.0,48.24,2.5,0.0,0,6,0.22840909090909087,0
2,2023-01-01 00:13:01,2023-01-01 00:26:31,1.0,2.75,1.0,N,161,263,1,16.3,1.0,0.5,5.33,0.0,1.0,26.63,2.5,0.0,0,6,0.32699386503067485,1
2,2023-01-01 00:28:56,2023-01-01 00:35:17,1.0,1.89,1.0,N,263,162,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0,0,6,0.375,1
2,2023-01-01 00:39:00,2023-01-01 00:51:49,1.0,2.6,1.0,N,161,113,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0,0,6,0.2671140939597315,1
2,2023-01-01 00:55:12,2023-01-01 01:04:29,1.0,1.59,1.0,N,113,170,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0,0,6,0.29345794392523367,1
2,2023-01-01 00:13:55,2023-01-01 00:35:19,2.0,11.36,1.0,N,138,181,1,45.7,6.0,0.5,8.17,0.0,1.0,62.62,0.0,1.25,0,6,0.17877461706783368,0
2,2023-01-01 00:19:10,2023-01-01 01:01:29,1.0,30.15,4.0,N,132,265,1,140.2,1.0,0.5,28.98,18.3,1.0,189.98,0.0,0.0,0,6,0.2067047075606277,0
1,2023-01-01 00:31:58,2023-01-01 00:40:31,2.0,1.7,1.0,N,263,238,1,11.4,3.5,0.5,4.05,0.0,1.0,20.45,2.5,0.0,0,6,0.35526315789473684,1
1,2023-01-01 00:53:16,2023-01-01 01:11:55,1.0,2.8,1.0,N,142,68,1,19.1,3.5,0.5,6.0,0.0,1.0,30.1,2.5,0.0,0,6,0.31413612565445026,1
2,2023-01-01 00:07:51,2023-01-01 00:13:33,1.0,1.79,1.0,N,229,107,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0,6,0.3075268817204301,1
2,2023-01-01 00:19:26,2023-01-01 00:32:53,1.0,2.12,1.0,N,79,87,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0,0,6,0.27042253521126763,1
2,2023-01-01 00:44:49,2023-01-01 01:03:05,1.0,4.39,1.0,N,87,181,1,22.6,1.0,0.5,5.52,0.0,1.0,33.12,2.5,0.0,0,6,0.24424778761061944,0
1,2023-01-01 00:25:26,2023-01-01 00:33:15,2.0,1.0,1.0,N,162,229,2,9.3,3.5,0.5,0.0,0.0,1.0,14.3,2.5,0.0,0,6,0.0,0
1,2023-01-01 00:43:47,2023-01-01 00:48:11,2.0,0.9,1.0,N,263,262,1,6.5,3.5,0.5,4.0,0.0,1.0,15.5,2.5,0.0,0,6,0.6153846153846154,1
1,2023-01-01 00:52:55,2023-01-01 01:00:49,1.0,1.9,1.0,N,141,233,1,10.7,3.5,0.5,3.1,0.0,1.0,18.8,2.5,0.0,0,6,0.28971962616822433,1
2,2023-01-01 00:31:32,2023-01-01 00:41:40,3.0,2.33,1.0,N,43,262,1,12.8,1.0,0.5,1.0,0.0,1.0,18.8,2.5,0.0,0,6,0.078125,0
2,2023-01-01 00:45:49,2023-01-01 00:47:27,2.0,0.4,1.0,N,262,140,1,4.4,1.0,0.5,2.35,0.0,1.0,11.75,2.5,0.0,0,6,0.5340909090909091,1
2,2023-01-01 00:59:09,2023-01-01 01:07:15,1.0,1.54,1.0,N,43,141,1,10.0,1.0,0.5,1.5,0.0,1.0,16.5,2.5,0.0,0,6,0.15,0
2,2023-01-01 00:00:47,2023-01-01 00:04:32,3.0,0.95,1.0,N,79,107,1,6.5,1.0,0.5,5.0,0.0,1.0,16.5,2.5,0.0,0,6,0.7692307692307693,1
